,availability,society,total_sqft,bath,balcony,price,site_location,total_sqft_normalized,bhk,area_type_Carpet  Area,area_type_Plot  Area,area_type_Super built-up  Area
1674,1,93.95312281430321,1000.0,2.0,1.0,50.0,106.85522756928658,0.01911193587266362,2,False,False,False
1675,1,128.2697082088187,2780.0,5.0,2.0,480.0,120.40719619507131,0.053165235025157354,4,False,False,False
1676,0,40.03784155781442,1320.0,2.0,1.0,38.13,105.95171531702215,0.02523387729333665,3,False,False,False
1677,1,128.2697082088187,8000.0,27.0,0.0,230.0,104.23910391398687,0.15302940444988616,27,False,False,True
1678,1,134.2622756928659,2422.0,4.0,2.0,160.0,100.30171747926016,0.0463163130607794,4,False,False,True
1679,1,102.11197661668707,1100.0,2.0,1.0,50.0,104.61128070211353,0.02102504256662394,2,False,False,False
1680,1,82.83398246251531,882.0,2.0,1.0,30.0,109.40414391087045,0.016854469973790438,2,False,False,False
1681,1,48.08457926727495,845.0,2.0,1.0,37.0,94.40194185500087,0.01614662049702512,2,False,False,True
1682,1,57.71814845000471,883.0,2.0,1.0,39.0,103.30086425319236,0.016873601040730043,2,False,False,True
1683,1,107.58398246251531,1595.0,3.0,3.0,88.0,118.93950978201526,0.030494920701727535,3,False,False,True
1684,1,100.38682164167687,1280.0,2.0,0.0,85.0,98.07415614071516,0.02446863461575252,2,False,False,False
1685,1,128.2697082088187,1700.0,2.0,1.0,550.0,109.4698018288741,0.032503682730385876,1,False,False,False
1686,1,88.68918597001225,1300.0,2.0,3.0,57.0,110.09902718098677,0.024851255954544585,2,False,False,True
1687,1,141.81026567144607,1450.0,1.0,0.0,230.0,120.72395675845158,0.027720915995485068,2,False,False,True
1688,1,120.63932164167687,1757.0,3.0,2.0,132.0,107.80887042642944,0.03359415354594326,3,False,False,True
1689,1,128.2697082088187,600.0,1.0,1.0,16.5,131.34637042642944,0.01145950909682233,1,False,False,True
1690,1,128.2697082088187,2400.0,3.0,2.0,142.0,121.9853652091558,0.045895429588108126,1,False,False,False
1691,1,128.2697082088187,1240.0,2.0,1.0,44.0,118.45308471214373,0.02370339193816839,2,False,False,True
1692,1,128.2697082088187,750.0,10.0,2.0,90.0,100.20663281478959,0.014329169137762813,1,False,True,False
1693,0,140.65699123125765,1330.0,2.0,1.0,93.36,118.73740746267693,0.02542518796273268,2,False,False,True
1694,1,70.15798997858018,1062.0,2.0,1.0,42.47,95.69802737375973,0.02029806202291902,2,False,False,True
1695,1,85.51909552223583,1078.0,2.0,2.0,45.0,119.12553748042043,0.02060415909395267,2,False,False,False
1696,1,83.1007240840937,1460.0,2.0,2.0,72.0,141.19959342447638,0.0279122266648811,3,False,False,True
1697,0,128.2697082088187,1200.0,3.0,2.0,68.5,117.52923844859242,0.022938149260584264,1,False,True,False
1698,1,128.2697082088187,1200.0,1.0,1.0,48.0,101.27167958125085,0.022938149260584264,1,False,False,True
1699,1,128.2697082088187,912.0,2.0,1.0,39.0,109.6178601368064,0.017428401981978536,3,False,False,True
1700,1,128.2697082088187,2400.0,5.0,1.0,625.0,103.79611248014271,0.045895429588108126,1,False,True,False
1701,1,176.16718597001224,2028.0,4.0,3.0,162.0,119.06597063617107,0.03877867268657573,1,False,True,False
1702,0,80.43937382308634,980.0,2.0,1.0,45.47,103.49056847013973,0.018729314533871555,2,False,False,True
1703,1,69.10870426429446,1000.0,2.0,2.0,40.0,117.15219619507128,0.01911193587266362,2,False,False,False
1704,1,96.82187410000721,1050.0,2.0,1.0,62.0,97.32490680638384,0.02006848921964378,2,False,False,True
1705,0,128.2697082088187,2611.0,3.0,1.0,239.0,112.68987225140931,0.049932084712364405,1,False,False,False
1706,1,113.9726549750102,1875.0,2.0,2.0,150.0,103.0567275692866,0.035851619444816435,3,False,False,True
1707,1,128.2697082088187,1065.0,2.0,1.0,42.6,118.06835870287857,0.02035545522373783,2,False,False,True
1708,1,128.2697082088187,1800.0,3.0,2.0,180.0,103.30129899785801,0.03441678942434619,3,False,False,False
1709,1,128.2697082088187,1163.0,2.0,2.0,98.86,140.16008351901496,0.022230299783818942,2,False,False,True
1710,1,128.2697082088187,1098.0,2.0,1.0,72.0,104.70072756928658,0.020986780432744736,2,False,False,True
1711,1,110.44530995002042,1725.0,2.0,2.0,100.0,128.33123640072031,0.03298195940387595,3,False,False,False
1712,1,128.2697082088187,4000.0,4.0,2.0,330.0,131.52008411134838,0.07650513669147328,1,False,True,False
1713,1,101.09597995716035,1128.0,2.0,2.0,75.0,84.3551904943271,0.02156071244093283,2,False,False,True
1714,1,128.2697082088187,1320.0,6.0,2.0,200.0,127.20015286503583,0.02523387729333665,1,False,True,False
1715,1,65.92627903333917,1705.0,3.0,1.0,74.16,148.16302838014798,0.03259933806508389,3,False,False,True
1716,1,128.2697082088187,1418.0,2.0,2.0,95.0,119.87550605422624,0.027108721853417766,2,False,False,True
1717,1,128.2697082088187,1500.0,3.0,1.0,160.0,116.59611248014271,0.02867746934246523,1,False,False,False
1718,1,95.38169424287464,1100.0,2.0,2.0,50.0,129.3833933781699,0.02102504256662394,2,False,False,False
1719,1,128.2697082088187,1464.0,3.0,2.0,56.0,111.73225076713372,0.027988750932639514,3,False,False,True
1720,0,79.5383446882425,812.0,2.0,2.0,55.0,89.13909760352199,0.015515295288018214,2,False,False,True
1721,1,128.2697082088187,1280.0,2.0,2.0,40.0,114.90455219645477,0.02446863461575252,2,False,False,True
1722,1,116.44530995002042,1420.0,2.0,2.0,136.0,127.46881591338116,0.027146983987296973,2,False,False,True
1723,1,128.2697082088187,1200.0,11.0,0.0,170.0,119.26804126549382,0.022938149260584264,1,False,True,False
1724,1,128.2697082088187,727.0,6.0,2.0,66.0,112.96001309647973,0.013889154598151938,1,False,True,False
1725,1,128.2697082088187,1200.0,2.0,1.0,150.0,127.5440271809868,0.022938149260584264,1,False,True,False
1726,0,184.1800774875051,2774.0,4.0,2.0,207.0,92.08763538251834,0.053050448623519736,4,False,False,True
1727,1,128.2697082088187,2000.0,3.0,2.0,85.0,94.5342384485924,0.03824300281226684,3,False,False,True
1728,1,109.61197661668707,1722.0,3.0,2.0,95.0,117.62663281478959,0.03292456620305714,3,False,False,True
1729,1,148.77864328335374,2800.0,3.0,1.0,330.0,129.01355928865337,0.05354785636394942,3,False,False,True
1730,1,122.94530995002042,1650.0,3.0,3.0,175.0,136.4802947866206,0.03154712938340571,3,True,False,False
1731,1,79.1857621889025,840.0,2.0,2.0,27.0,113.02809829574555,0.016050965162327104,2,False,False,False
1732,1,72.37968691154317,914.0,2.0,2.0,47.0,116.69277914680937,0.01746666411585774,2,False,False,False
1733,0,87.85639532333741,1482.0,2.0,2.0,83.73,131.14501309647974,0.02833311013755237,3,False,False,True
1734,0,107.52696067931457,1724.0,3.0,2.0,127.0,106.13365614071516,0.03296282833693635,3,False,False,True
1735,1,103.7831228143032,1670.0,3.0,3.0,91.86,98.58845290567461,0.031929750722197774,3,False,False,True
1736,1,128.2697082088187,1184.0,2.0,3.0,53.0,99.20744347013974,0.02263205218955061,2,False,False,True
1737,1,128.2697082088187,1200.0,2.0,1.0,55.0,108.4210694345079,0.022938149260584264,2,False,False,True
1738,1,128.2697082088187,1200.0,2.0,0.0,65.0,107.5617612566442,0.022938149260584264,1,False,True,False
1739,1,66.2068743880049,927.0,2.0,2.0,55.0,122.66265614071516,0.017715367986072584,2,False,False,True
1740,1,128.2697082088187,1242.0,2.0,3.0,39.7,107.69483588439802,0.023741654072047598,2,False,False,True
1741,0,40.03784155781442,1220.0,3.0,1.0,35.23,129.4547314063389,0.023320770599376327,3,False,False,False
1742,1,59.40839114262496,1360.0,2.0,1.0,75.0,102.49515614071515,0.02599911997092078,3,False,False,False
1743,1,128.2697082088187,2800.0,4.0,2.0,240.0,116.38768915281779,0.05354785636394942,1,False,True,False
1744,1,93.77148246251531,1180.0,2.0,2.0,72.0,105.16909760352199,0.022555527921792197,2,False,False,True
1745,1,109.03459402982672,1697.0,3.0,2.0,108.0,106.44240478043567,0.03244628952956707,3,False,False,True
1746,1,128.2697082088187,550.0,2.0,1.0,26.0,112.62994185500088,0.010502955749842169,2,False,False,True
1747,1,70.7922031421117,1225.0,2.0,1.0,57.0,116.1432507892095,0.023416425934074343,2,False,False,True
1748,1,90.45898246251531,1690.0,2.0,2.0,55.0,121.21494267394452,0.032312372060989844,3,False,False,True
1749,0,128.2697082088187,1660.0,10.0,2.0,475.0,116.8588075156037,0.03173844005280174,1,False,True,False
1750,1,128.2697082088187,1488.0,3.0,2.0,57.0,119.01819482307779,0.02844789653918999,3,False,False,True
1751,1,107.11197661668707,1250.0,2.0,1.0,80.0,100.60804126549381,0.023894702607564423,3,False,False,False
1752,1,101.11197661668707,1050.0,1.0,1.0,44.0,119.60043872127746,0.02006848921964378,1,False,False,True
1753,1,128.2697082088187,1027.0,2.0,2.0,44.0,103.6047682496512,0.019628474680032905,2,False,False,True
1754,0,76.25220314211171,1699.0,3.0,3.0,81.94,96.8710694345079,0.03248455166344627,3,False,False,True
1755,1,96.95312281430321,1205.0,2.0,2.0,58.0,111.87881591338115,0.02303380459528228,2,False,False,False
1756,1,128.2697082088187,712.0,2.0,1.0,67.5,117.36606943450789,0.01360218859405789,1,False,True,False
1757,0,128.2697082088187,950.0,2.0,3.0,39.0,110.36258471214373,0.018155382525683456,2,False,False,True
1758,1,128.2697082088187,1200.0,2.0,0.0,70.0,113.33497772836965,0.022938149260584264,1,False,True,False
1759,1,116.66740852858892,1476.0,3.0,1.0,120.0,91.59313375673845,0.028218323735914753,3,False,False,True
1760,1,128.2697082088187,1070.0,2.0,1.0,55.0,110.07944581347604,0.020451110558435844,2,False,False,False
1761,1,140.65699123125765,2160.0,4.0,2.0,172.0,109.7227471920872,0.04130397352260336,3,False,False,True
1762,1,103.95312281430321,1296.0,2.0,1.0,75.0,103.94355928865335,0.02477473168678617,2,False,False,True
1763,1,128.2697082088187,1800.0,1.0,1.0,128.0,108.48526517769872,0.03441678942434619,1,False,False,False
1764,1,68.75633884857493,1570.0,3.0,3.0,64.5,104.4261124801427,0.030016644028237456,3,False,False,True
1765,1,111.81026567144606,1300.0,2.0,3.0,110.0,128.30625432411435,0.024851255954544585,2,False,False,True
1766,1,128.2697082088187,1550.0,2.0,2.0,65.0,106.85522756928658,0.02963402268944539,4,False,False,False
1767,1,59.40839114262496,770.0,1.0,1.0,40.0,120.40719619507131,0.014711790476554878,2,False,False,True
1768,1,97.14648246251531,1870.0,3.0,2.0,110.0,105.95171531702215,0.03575596411011842,3,False,False,False
1769,1,120.44530995002042,1650.0,4.0,2.0,160.0,104.23910391398687,0.03154712938340571,1,False,True,False
1770,1,108.11197661668707,1429.0,3.0,3.0,86.0,100.30171747926016,0.0273191635897534,3,False,False,True
1771,0,128.2697082088187,1167.0,2.0,2.0,39.98,104.61128070211353,0.022306824051577356,3,False,False,True
1772,0,59.72690271364193,1035.0,2.0,1.0,41.73,109.40414391087045,0.01978152321554973,2,False,False,True
1773,1,128.2697082088187,1188.0,2.0,2.0,38.0,94.40194185500087,0.022708576457309025,3,False,False,True
1774,1,128.2697082088187,1200.0,4.0,2.0,285.0,103.30086425319236,0.022938149260584264,1,False,True,False
1775,1,86.08398246251531,884.0,2.0,2.0,36.0,118.93950978201526,0.016892732107669645,1,False,False,True
1776,1,128.2697082088187,1194.0,2.0,2.0,46.0,98.07415614071516,0.022823362858946643,2,False,False,True
1777,0,86.61716821765425,1026.0,2.0,1.0,60.87,109.4698018288741,0.019609343613093303,2,False,False,True
1778,1,128.2697082088187,1400.0,6.0,3.0,200.0,110.09902718098677,0.026764362648504906,1,False,True,False
1779,1,128.2697082088187,1115.0,2.0,2.0,50.0,120.72395675845158,0.02131200857071799,2,False,False,True
1780,1,128.2697082088187,1200.0,2.0,1.0,125.0,107.80887042642944,0.022938149260584264,1,False,True,False
1781,0,184.1800774875051,2690.0,4.0,3.0,191.0,131.34637042642944,0.05144343900059306,4,False,False,True
1782,1,85.53536103684856,975.0,2.0,1.0,58.0,121.9853652091558,0.01863365919917354,2,False,False,True
1783,1,128.2697082088187,675.0,3.0,2.0,72.5,118.45308471214373,0.012894339117292571,1,False,True,False
1784,1,128.2697082088187,1900.0,2.0,1.0,170.0,100.20663281478959,0.03632989611830652,4,False,False,True
1785,0,128.2697082088187,600.0,3.0,1.0,100.0,118.73740746267693,0.01145950909682233,1,False,True,False
1786,1,128.2697082088187,1101.0,2.0,2.0,65.5,95.69802737375973,0.021044173633563545,2,False,False,True
1787,1,246.86305057059545,1700.0,3.0,3.0,135.0,119.12553748042043,0.032503682730385876,3,False,False,True
1788,1,214.97016906364752,3606.0,4.0,2.0,312.0,141.19959342447638,0.06896749631726962,4,False,False,True
1789,1,112.94530995002042,1258.0,2.0,2.0,115.0,117.52923844859242,0.02404775114308125,2,False,False,True
1790,1,109.11197661668707,1560.0,3.0,2.0,92.0,101.27167958125085,0.02982533335884142,3,True,False,False
1791,1,174.64843665000683,3630.0,6.0,1.0,195.0,109.6178601368064,0.06942664192382009,4,False,False,True
1792,1,135.4453099500204,2000.0,3.0,2.0,250.0,103.98408471214373,0.03824300281226684,3,False,False,False
1793,0,153.02239532333743,2790.0,4.0,3.0,198.0,103.79611248014271,0.053356545694553385,4,False,False,True
1794,0,103.02011623125766,1494.0,2.0,2.0,94.55,119.06597063617107,0.02856268294082761,3,False,False,True
1795,0,87.85639532333741,1482.0,2.0,1.0,87.0,103.49056847013973,0.02833311013755237,3,False,False,True
1796,1,102.11197661668707,800.0,2.0,3.0,50.0,117.15219619507128,0.015285722484742975,2,False,False,True
1797,1,128.2697082088187,1185.0,2.0,2.0,47.39,97.32490680638384,0.022651183256490213,2,False,False,True
1798,1,90.56107815455658,1100.0,2.0,2.0,71.5,112.68987225140931,0.02102504256662394,2,False,False,True
1799,1,128.2697082088187,1300.0,2.0,0.0,120.0,103.0567275692866,0.024851255954544585,1,False,False,False
1800,1,118.77864328335374,1225.0,2.0,2.0,150.0,118.06835870287857,0.023416425934074343,2,False,False,True
1801,1,128.2697082088187,1758.0,3.0,2.0,65.0,103.30129899785801,0.03361328461288286,3,False,False,True
1802,1,128.2697082088187,1145.0,2.0,2.0,55.0,140.16008351901496,0.021885940578906086,2,False,False,True
1803,1,93.52455138573178,1180.0,2.0,2.0,50.0,104.70072756928658,0.022555527921792197,2,False,False,False
1804,1,103.44530995002042,1260.0,2.0,2.0,58.0,128.33123640072031,0.024086013276960454,2,False,False,True
1805,1,102.94530995002042,1190.0,2.0,2.0,55.0,84.3551904943271,0.022746838591188232,2,False,False,False
1806,1,128.36235725909648,1691.0,3.0,2.0,119.0,127.20015286503583,0.03233150312792944,3,False,False,True
1807,0,128.2697082088187,3675.0,4.0,3.0,367.0,148.16302838014798,0.07028753993610223,4,False,False,True
1808,1,109.68697661668709,1305.0,3.0,2.0,95.45,119.87550605422624,0.0249469112892426,3,False,False,False
1809,0,128.2697082088187,2337.0,4.0,3.0,292.0,116.59611248014271,0.04469017237091313,3,False,False,True
1810,1,128.2697082088187,1200.0,2.0,2.0,150.0,129.3833933781699,0.022938149260584264,1,False,True,False
1811,0,128.2697082088187,1206.0,2.0,1.0,217.0,111.73225076713372,0.02305293566222188,2,False,False,True
1812,1,128.2697082088187,1350.0,4.0,1.0,130.0,89.13909760352199,0.025807809301524747,1,False,True,False
1813,1,128.2697082088187,1140.0,2.0,1.0,50.66,105.73791510279806,0.02179028524420807,2,False,False,True
1814,1,94.45898246251531,1250.0,2.0,2.0,65.0,114.90455219645477,0.023894702607564423,2,False,False,True
1815,1,128.2697082088187,600.0,2.0,1.0,60.0,127.46881591338116,0.01145950909682233,1,False,True,False
1816,0,128.2697082088187,1225.0,2.0,2.0,48.0,119.26804126549382,0.023416425934074343,2,False,False,True
1817,1,89.09597995716035,800.0,2.0,2.0,28.0,112.96001309647973,0.015285722484742975,2,False,False,False
1818,1,74.81783536154788,1020.0,2.0,1.0,58.0,127.5440271809868,0.019494557211455682,2,False,False,True
1819,1,128.2697082088187,2100.0,2.0,1.0,50.0,92.08763538251834,0.04015610950622716,1,False,False,False
1820,1,128.2697082088187,1350.0,2.0,1.0,80.0,94.5342384485924,0.025807809301524747,1,False,True,False
1821,1,128.2697082088187,925.0,2.0,1.0,40.0,117.62663281478959,0.017677105852193377,2,False,False,True
1822,1,128.2697082088187,1800.0,3.0,1.0,220.0,129.01355928865337,0.03441678942434619,1,False,False,False
1823,1,128.2697082088187,2000.0,3.0,1.0,100.0,127.32722756928659,0.03824300281226684,1,False,False,False
1824,1,106.27864328335374,1510.0,2.0,1.0,75.0,136.4802947866206,0.028868780011861262,3,False,False,False
1825,1,128.2697082088187,5800.0,7.0,2.0,1200.0,113.02809829574555,0.11094105718275908,1,False,True,False
1826,1,106.95312281430321,1614.0,3.0,1.0,110.0,116.69277914680937,0.030858410973579997,3,False,False,True
1827,1,128.2697082088187,682.0,2.0,1.0,130.0,131.14501309647974,0.013028256585869794,1,False,True,False
1828,1,128.2697082088187,1200.0,2.0,0.0,95.0,106.13365614071516,0.022938149260584264,1,False,True,False
1829,1,128.2697082088187,900.0,2.0,0.0,55.0,98.58845290567461,0.017198829178703297,1,False,True,False
1830,1,119.90513283572304,1632.0,3.0,0.0,145.0,99.20744347013974,0.031202770178492854,1,False,False,False
1831,1,128.2697082088187,1041.0,2.0,2.0,65.5,108.4210694345079,0.01989630961718735,2,False,False,True
1832,1,136.43009787895383,5080.0,7.0,2.0,450.0,107.5617612566442,0.09716668898624477,6,False,False,False
1833,0,154.96718597001225,3012.0,6.0,2.0,250.0,122.66265614071516,0.0576036425551453,4,False,False,True
1834,1,128.2697082088187,1530.0,3.0,2.0,74.5,107.69483588439802,0.029251401350653326,3,False,False,True
1835,1,112.52455138573178,1450.0,2.0,2.0,135.0,129.4547314063389,0.027720915995485068,3,False,False,True
1836,1,109.70898246251531,1200.0,2.0,2.0,75.0,102.49515614071515,0.022938149260584264,2,False,False,True
1837,1,128.2697082088187,1200.0,4.0,2.0,130.0,116.38768915281779,0.022938149260584264,1,False,True,False
1838,1,104.5848152764778,1508.0,2.0,1.0,110.0,105.16909760352199,0.028830517877982055,3,False,False,True
1839,1,128.2697082088187,600.0,7.0,3.0,106.0,106.44240478043567,0.01145950909682233,7,False,False,False
1840,1,97.39783536154788,1188.0,2.0,3.0,73.0,112.62994185500088,0.022708576457309025,2,False,False,True
1841,0,184.1800774875051,2690.0,4.0,3.0,199.0,116.1432507892095,0.05144343900059306,4,False,False,True
1842,1,98.20224561562884,1174.0,2.0,1.0,76.0,121.21494267394452,0.02244074152015458,2,False,False,True
1843,0,67.91886623125765,1350.0,3.0,1.0,58.99,116.8588075156037,0.025807809301524747,3,False,False,True
1844,1,132.52455138573177,1870.0,3.0,3.0,185.0,119.01819482307779,0.03575596411011842,3,False,False,True
1845,0,70.45818597001224,1072.0,2.0,1.0,25.0,100.60804126549381,0.02048937269231505,2,False,False,True
1846,1,128.2697082088187,52272.0,2.0,1.0,140.0,119.60043872127746,1.0,1,False,True,False
1847,0,60.65515497501021,726.0,2.0,1.0,31.0,103.6047682496512,0.013870023531212335,2,False,False,True
1848,1,122.61941855000875,1345.0,2.0,2.0,106.0,96.8710694345079,0.02571215396682673,2,False,False,True
1849,1,53.86099730192542,1200.0,2.0,2.0,45.0,111.87881591338115,0.022938149260584264,2,False,False,True
1850,1,128.2697082088187,980.0,2.0,0.0,37.0,117.36606943450789,0.018729314533871555,2,False,False,False
1851,1,104.70898246251531,1050.0,2.0,1.0,77.0,110.36258471214373,0.02006848921964378,2,False,False,True
1852,1,128.2697082088187,993.0,2.0,1.0,39.71,113.33497772836965,0.018978018404086396,2,False,False,True
1853,1,128.2697082088187,1300.0,2.0,2.0,52.0,91.59313375673845,0.024851255954544585,3,False,False,True
1854,1,78.68096544545826,1743.0,3.0,2.0,85.0,110.07944581347604,0.03332631860878881,3,False,False,True
1855,1,128.2697082088187,1204.0,4.0,1.0,125.0,109.7227471920872,0.023014673528342675,1,False,True,False
1856,1,128.2697082088187,1200.0,2.0,0.0,67.0,103.94355928865335,0.022938149260584264,1,False,True,False
1857,1,128.2697082088187,1480.0,3.0,2.0,90.0,108.48526517769872,0.028294848003673163,3,False,False,True
1858,1,69.51432164167687,950.0,2.0,2.0,32.5,104.4261124801427,0.018155382525683456,2,False,False,True
1859,1,113.9726549750102,640.0,1.0,0.0,55.0,128.30625432411435,0.012224751774406458,1,False,False,False
1860,0,67.54441855000876,972.0,2.0,1.0,44.0,106.85522756928658,0.018576265998354727,2,False,False,True
1861,1,104.38169424287464,1840.0,3.0,3.0,98.0,120.40719619507131,0.03518203210193033,3,False,False,True
1862,1,74.32373814259485,1128.0,2.0,1.0,64.0,105.95171531702215,0.02156071244093283,2,False,False,True
1863,1,128.2697082088187,680.0,2.0,0.0,42.0,104.23910391398687,0.012989994451990587,1,False,True,False
1864,1,109.61197661668707,2400.0,2.0,1.0,95.0,100.30171747926016,0.045895429588108126,1,False,True,False
1865,1,128.2697082088187,1045.0,2.0,2.0,42.0,104.61128070211353,0.019972833884945765,2,False,False,False
1866,1,128.2697082088187,955.0,2.0,3.0,53.55,109.40414391087045,0.018251037860381472,2,False,False,False
1867,1,128.2697082088187,1360.0,2.0,2.0,54.39,94.40194185500087,0.02599911997092078,3,False,False,True
1868,1,104.27864328335374,1150.0,2.0,2.0,63.0,103.30086425319236,0.0219815959136041,2,False,False,True
1869,0,158.52455138573177,3450.0,4.0,3.0,294.0,109.22884569124177,0.06598304987469152,1,False,False,False
1870,0,128.2697082088187,1115.0,2.0,2.0,56.87,118.93950978201526,0.02131200857071799,2,False,False,True
1871,1,66.2068743880049,920.0,2.0,2.0,46.0,98.07415614071516,0.01758145051749536,2,False,False,True
1872,0,128.2697082088187,1030.0,2.0,1.0,41.0,109.4698018288741,0.019685867880851714,2,False,False,True
1873,1,128.11679649250306,1564.0,3.0,1.0,101.0,110.09902718098677,0.029901857626599835,3,False,False,True
1874,1,101.27864328335374,1045.0,2.0,1.0,45.0,120.72395675845158,0.019972833884945765,2,False,False,True
1875,1,128.2697082088187,1200.0,4.0,1.0,83.0,107.80887042642944,0.022938149260584264,1,False,True,False
1876,1,128.2697082088187,1277.0,2.0,2.0,55.0,131.34637042642944,0.024411241414933713,2,False,False,False
1877,1,133.9531228143032,2479.13,3.0,1.0,215.0,121.9853652091558,0.04740927091503894,3,False,False,True
1878,1,249.6112347547648,1846.0,3.0,2.0,140.0,118.45308471214373,0.035296818503567945,3,False,False,True
1879,1,128.2697082088187,1100.0,2.0,0.0,106.0,100.20663281478959,0.02102504256662394,2,False,False,False
1880,1,106.27864328335374,1690.0,3.0,2.0,75.0,118.73740746267693,0.032312372060989844,3,False,False,True
1881,0,128.2697082088187,1200.0,3.0,0.0,70.0,95.69802737375973,0.022938149260584264,1,False,True,False
1882,1,124.81026567144606,3042.0,4.0,0.0,131.0,119.12553748042043,0.0581775745633334,1,False,False,False
1883,1,229.44891768077395,1640.0,3.0,3.0,223.0,141.19959342447638,0.03135581871400968,3,False,False,True
1884,0,100.45364328335374,1068.0,2.0,1.0,40.05,117.52923844859242,0.020412848424556637,2,False,False,False
1885,1,103.44530995002042,1135.0,2.0,2.0,58.0,101.27167958125085,0.021694629909510054,2,False,False,True
1886,1,128.2697082088187,1925.0,3.0,2.0,120.0,109.6178601368064,0.0368081727917966,3,False,False,True
1887,1,128.2697082088187,1615.0,3.0,2.0,60.0,103.98408471214373,0.0308775420405196,3,False,False,True
1888,1,128.2697082088187,650.0,1.0,1.0,26.0,103.79611248014271,0.012416062443802492,1,False,False,True
1889,1,128.2697082088187,1200.0,9.0,3.0,120.0,119.06597063617107,0.022938149260584264,1,False,True,False
1890,1,92.52455138573178,1150.0,2.0,3.0,42.0,103.49056847013973,0.0219815959136041,2,False,False,True
1891,1,128.2697082088187,930.0,6.0,1.0,135.0,117.15219619507128,0.017772761186891393,1,False,True,False
1892,0,128.2697082088187,1410.0,2.0,2.0,45.12,97.32490680638384,0.026955673317900938,3,False,False,True
1893,1,128.2697082088187,600.0,2.0,0.0,100.0,112.68987225140931,0.01145950909682233,1,False,False,False
1894,0,128.2697082088187,2000.0,3.0,3.0,207.0,103.0567275692866,0.03824300281226684,3,False,False,True
1895,1,87.75949123125766,1354.0,3.0,1.0,90.0,118.06835870287857,0.025884333569283158,3,False,False,True
1896,1,128.2697082088187,1050.0,2.0,0.0,110.0,103.30129899785801,0.02006848921964378,1,False,True,False
1897,1,128.2697082088187,600.0,1.0,1.0,28.0,140.16008351901496,0.01145950909682233,1,False,False,False
1898,1,100.09597995716035,1320.0,2.0,1.0,110.0,104.70072756928658,0.02523387729333665,1,False,True,False
1899,0,128.2697082088187,1600.0,3.0,2.0,88.0,128.33123640072031,0.03059057603642555,3,False,False,True
1900,1,131.4589824625153,3500.0,6.0,2.0,225.0,131.52008411134838,0.06693960322167167,1,False,False,False
1901,1,99.77864328335374,1000.0,2.0,1.0,36.0,84.3551904943271,0.01911193587266362,2,False,False,True
1902,1,74.51909552223583,1130.0,3.0,1.0,38.0,127.20015286503583,0.021598974574812038,3,False,False,True
1903,1,128.2697082088187,1238.0,2.0,1.0,67.0,148.16302838014798,0.023665129804289184,2,False,False,True
1904,1,163.9531228143032,2204.0,2.0,3.0,305.0,119.87550605422624,0.0421457404679459,3,False,False,True
1905,1,128.2697082088187,1200.0,12.0,2.0,110.0,116.59611248014271,0.022938149260584264,1,False,True,False
1906,0,128.2697082088187,1364.0,2.0,3.0,46.38,129.3833933781699,0.02607564423867919,3,False,False,True
1907,1,128.2697082088187,900.0,2.0,1.0,45.0,111.73225076713372,0.017198829178703297,2,False,False,False
1908,1,108.59288109445124,1745.0,3.0,2.0,104.0,89.13909760352199,0.033364580742668015,3,False,False,True
1909,1,128.2697082088187,1200.0,2.0,1.0,53.33,105.73791510279806,0.022938149260584264,2,False,False,True
1910,1,128.2697082088187,1020.0,2.0,1.0,42.83,114.90455219645477,0.019494557211455682,2,False,False,True
1911,0,128.2697082088187,1650.0,3.0,2.0,118.0,127.46881591338116,0.03154712938340571,3,False,False,True
1912,1,105.44530995002042,1550.0,2.0,3.0,70.0,119.26804126549382,0.02963402268944539,3,False,False,True
1913,1,128.2697082088187,1440.0,2.0,2.0,60.0,112.96001309647973,0.027529605326089036,2,False,False,True
1914,1,73.70418597001225,1329.0,2.0,2.0,45.95,127.5440271809868,0.02540605689579308,3,False,False,True
1915,1,100.77864328335374,916.0,2.0,1.0,42.0,92.08763538251834,0.017504926249736947,2,False,False,True
1916,1,108.1857621889025,688.0,1.0,2.0,50.0,94.5342384485924,0.013143042987507413,1,False,False,True
1917,1,102.11197661668707,1358.0,3.0,3.0,50.0,117.62663281478959,0.025960857837041572,3,False,False,True
1918,0,108.48178826552147,1331.0,2.0,1.0,107.0,129.01355928865337,0.025444319029672285,2,False,False,True
1919,1,104.19530995002042,686.0,1.0,1.0,62.5,127.32722756928659,0.013104780853628206,1,False,False,True
1920,1,95.38169424287464,1050.0,2.0,2.0,50.0,136.4802947866206,0.02006848921964378,2,False,False,True
1921,1,135.52584075769704,2106.0,3.0,2.0,126.0,113.02809829574555,0.040270895907864784,3,False,False,True
1922,0,92.44491947949031,1718.0,3.0,2.0,90.2,116.69277914680937,0.03284804193529873,3,False,False,True
1923,1,51.87343364353085,1530.0,3.0,2.0,57.0,131.14501309647974,0.029251401350653326,3,False,False,True
1924,1,128.2697082088187,1206.0,2.0,2.0,56.0,106.13365614071516,0.02305293566222188,2,False,False,True
1925,1,98.52455138573178,1075.0,2.0,3.0,52.0,98.58845290567461,0.02054676589313386,2,False,False,False
1926,0,128.2697082088187,1200.0,3.0,1.0,95.0,99.20744347013974,0.022938149260584264,1,False,True,False
1927,0,83.8052324625153,1936.0,2.0,2.0,54.21,108.4210694345079,0.03701861452813223,3,False,False,True
